timestamp__to_date,referrer_type,source_medium,campaign_name,campaign_content,session_entry_url,visitor_returning,location_country_name,operating_system,device_type,location_city_name,events,visitors,sessions,page_views,ecommerce_conversions,cart_additions,ecommerce_abandoned_carts,consents_none,consents_full
2021-01-27,"[1, 'Direct entry']",direct / direct,,,https://banking.demopiwikpro.com/,"[1, 'Returning']","['JP', 'Japan']","['IOS', 'iOS']","[10, 'Phablet']","[1855431, 'Niigata']",27,1,1,7,0,0,0,0,0
2021-01-28,"[2, 'Search engine']",google / organic,,,https://banking.demopiwikpro.com/landing-page/,"[1, 'Returning']","['DE', 'Germany']","['AND', 'Android']","[5, 'TV']","[2867714, 'Munich']",27,1,1,6,0,0,0,0,0
2021-02-02,"[7, 'Social']",,,,https://banking.demopiwikpro.com/blog/,"[1, 'Returning']","['CH', 'Switzerland']","['WIN', 'Windows']","[0, 'Desktop']","[2658145, 'Vevey']",27,1,1,6,0,0,0,0,1
2021-02-03,"[3, 'Website']",www.economist.com / referral,,,https://banking.demopiwikpro.com/insurances/,"[1, 'Returning']","['US', 'United States']","['UBT', 'Ubuntu']","[0, 'Desktop']","[4919987, 'Elkhart']",27,1,1,7,0,0,0,0,0
2021-02-08,"[7, 'Social']",,,,https://banking.demopiwikpro.com/insurances/,"[1, 'Returning']","['BE', 'Belgium']","['AND', 'Android']","[2, 'Tablet']","[0, '']",27,1,1,10,0,0,0,0,1
2021-02-13,"[7, 'Social']",,,,https://banking.demopiwikpro.com/insurances/,"[1, 'Returning']","['SE', 'Sweden']","['UBT', 'Ubuntu']","[0, 'Desktop']","[0, '']",27,1,1,7,0,0,0,0,0
2021-02-15,"[7, 'Social']",,,,https://banking.demopiwikpro.com/credit-cards/,"[1, 'Returning']","['MX', 'Mexico']","['PS3', 'PlayStation']","[4, 'Console']","[3516355, 'Tampico']",27,1,1,4,0,0,0,0,0
2021-02-23,"[3, 'Website']",www.economist.com / referral,,,https://banking.demopiwikpro.com/blog/,"[1, 'Returning']","['US', 'United States']","['WIN', 'Windows']","[0, 'Desktop']","[0, '']",27,1,1,19,0,0,0,0,0
2021-03-03,"[2, 'Search engine']",google / organic,,,https://banking.demopiwikpro.com/blog/,"[1, 'Returning']","['TR', 'Turkey']","['AND', 'Android']","[1, 'Smartphone']","[745044, 'Istanbul']",27,1,1,5,0,0,0,1,0
2021-03-06,"[3, 'Website']",bing / direct,the best saving account,,https://banking.demopiwikpro.com/insurances/,"[1, 'Returning']","['AU', 'Australia']","['LIN', 'GNU/Linux']","[2, 'Tablet']","[0, '']",27,1,1,1,2,4,0,0,0
2021-03-10,"[7, 'Social']",,,,https://banking.demopiwikpro.com/landing-page-loans/,"[1, 'Returning']","['US', 'United States']","['IOS', 'iOS']","[1, 'Smartphone']","[4186416, 'Carrollton']",27,1,1,5,0,0,0,0,0
2021-03-19,"[2, 'Search engine']",bing / organic,,,https://banking.demopiwikpro.com/blog/,"[1, 'Returning']","['SG', 'Singapore']","['UBT', 'Ubuntu']","[0, 'Desktop']","[1880252, 'Singapore']",27,1,1,1,0,0,0,0,1
2021-03-21,"[3, 'Website']",www.wsj.com / referral,,,https://banking.demopiwikpro.com/loans/,"[1, 'Returning']","['US', 'United States']","['AND', 'Android']","[1, 'Smartphone']","[4167499, 'Palm Bay']",27,1,1,10,0,0,0,1,0
2021-03-22,"[2, 'Search engine']",google / organic,,,https://banking.demopiwikpro.com/landing-page-loans/,"[1, 'Returning']","['GB', 'United Kingdom']","['IOS', 'iOS']","[1, 'Smartphone']","[0, '']",27,1,1,10,0,0,0,1,0
2021-03-23,"[7, 'Social']",,,,https://banking.demopiwikpro.com/landing-page/,"[1, 'Returning']","['US', 'United States']","['AND', 'Android']","[10, 'Phablet']","[0, '']",27,1,1,2,0,0,0,1,0
2021-01-22,"[6, 'Campaign']",banner / cpc,the best saving account,,https://banking.demopiwikpro.com/blog/,"[1, 'Returning']","['CN', 'China']","['AND', 'Android']","[1, 'Smartphone']","[0, '']",26,1,1,8,0,0,0,0,1
2021-01-24,"[3, 'Website']",google / direct,your first loan,,https://banking.demopiwikpro.com/insurances/,"[1, 'Returning']","['GB', 'United Kingdom']","['COS', 'Chrome OS']","[12, 'Wearable']","[0, '']",26,1,1,0,0,3,1,0,0
2021-02-05,"[2, 'Search engine']",bing / organic,,,https://banking.demopiwikpro.com/,"[1, 'Returning']","['KR', 'South Korea']","['AND', 'Android']","[5, 'TV']","[6363751, 'Gangseo-gu']",26,1,1,5,0,0,0,0,1
2021-02-10,"[7, 'Social']",,,,https://banking.demopiwikpro.com/insurances/,"[1, 'Returning']","['GB', 'United Kingdom']","['ATV', 'tvOS']","[5, 'TV']","[2650752, 'Dundee']",26,1,1,4,0,0,0,0,1
2021-02-16,"[6, 'Campaign']",adwords / cpc,car loan,,https://banking.demopiwikpro.com/loans/,"[1, 'Returning']","['US', 'United States']","['IOS', 'iOS']","[1, 'Smartphone']","[0, '']",26,1,1,5,0,0,0,0,0
2021-03-11,"[7, 'Social']",,,,https://banking.demopiwikpro.com/landing-page/,"[1, 'Returning']","[None, '']","['AND', 'Android']","[5, 'TV']","[0, '']",26,1,1,1,0,0,0,0,0
2021-03-15,"[3, 'Website']",direct / direct,,,https://banking.demopiwikpro.com/landing-page-loans/,"[1, 'Returning']","['CN', 'China']","['FED', 'Fedora']","[4, 'Console']","[0, '']",26,1,1,1,0,2,1,0,0
2021-03-20,"[6, 'Campaign']",adwords / cpc,car loan,,https://banking.demopiwikpro.com/landing-page-loans/,"[1, 'Returning']","['IN', 'India']","[None, '']","[5, 'TV']","[1275004, 'Kolkata']",26,1,1,4,0,0,0,0,1
2021-03-24,"[1, 'Direct entry']",direct / direct,,,https://banking.demopiwikpro.com/landing-page-loans/,"[1, 'Returning']","['NL', 'Netherlands']","['AND', 'Android']","[1, 'Smartphone']","[2745912, 'Utrecht']",26,1,1,6,0,0,0,0,0
2021-03-25,"[7, 'Social']",,,,https://banking.demopiwikpro.com/landing-page/,"[1, 'Returning']","['ES', 'Spain']","['AND', 'Android']","[2, 'Tablet']","[3109642, 'Santiago de Compostela']",26,1,1,6,0,0,0,0,0
2021-03-27,"[7, 'Social']",bing / referral,,,https://banking.demopiwikpro.com/blog/,"[1, 'Returning']","['US', 'United States']","['MAC', 'Mac']","[10, 'Phablet']","[0, '']",26,1,1,5,2,4,0,0,0
2021-03-27,"[3, 'Website']",www.economist.com / referral,,,https://banking.demopiwikpro.com/landing-page/,"[1, 'Returning']","['US', 'United States']","['MAC', 'Mac']","[0, 'Desktop']","[4095186, 'Valley']",26,1,1,11,0,0,0,0,0
2021-03-30,"[3, 'Website']",www.economist.com / referral,,,https://banking.demopiwikpro.com/credit-cards/,"[1, 'Returning']","['CN', 'China']","['WIN', 'Windows']","[0, 'Desktop']","[1796236, 'Shanghai']",26,1,1,1,0,0,0,0,0
2021-01-04,"[3, 'Website']",www.economist.com / referral,,,https://banking.demopiwikpro.com/credit-cards/,"[1, 'Returning']","['GR', 'Greece']","['LIN', 'GNU/Linux']","[2, 'Tablet']","[0, '']",25,1,1,8,0,0,0,0,0
2021-01-05,"[7, 'Social']",,,,https://banking.demopiwikpro.com/blog/,"[1, 'Returning']","['US', 'United States']","['UBT', 'Ubuntu']","[0, 'Desktop']","[5284756, 'Fillmore']",25,1,1,10,0,0,0,0,1
2021-01-07,"[7, 'Social']",,,,https://banking.demopiwikpro.com/blog/,"[1, 'Returning']","['GB', 'United Kingdom']","['IOS', 'iOS']","[1, 'Smartphone']","[2643743, 'London']",25,1,1,4,0,0,0,0,0
2021-01-10,"[1, 'Direct entry']",direct / direct,,,https://banking.demopiwikpro.com/blog/,"[1, 'Returning']","['DO', 'Dominican Republic']","['AND', 'Android']","[1, 'Smartphone']","[8601412, 'Santo Domingo Este']",25,1,1,5,0,0,0,1,0
2021-01-11,"[3, 'Website']",google / direct,,,https://banking.demopiwikpro.com/,"[1, 'Returning']","[None, '']","['COS', 'Chrome OS']","[0, 'Desktop']","[0, '']",25,1,1,2,0,4,1,0,0
2021-01-13,"[1, 'Direct entry']",direct / direct,,,https://banking.demopiwikpro.com/landing-page/,"[1, 'Returning']","[None, '']","['IOS', 'iOS']","[1, 'Smartphone']","[0, '']",25,1,1,11,0,0,0,0,0
2021-01-21,"[7, 'Social']",,,,https://banking.demopiwikpro.com/landing-page-loans/,"[1, 'Returning']","['US', 'United States']","['AND', 'Android']","[1, 'Smartphone']","[0, '']",25,1,1,7,0,0,0,1,0
2021-01-25,"[3, 'Website']",www.economist.com / referral,,,https://banking.demopiwikpro.com/loans/,"[1, 'Returning']","['KR', 'South Korea']","['AND', 'Android']","[2, 'Tablet']","[0, '']",25,1,1,7,0,0,0,0,0
2021-01-25,"[3, 'Website']",www.forbes.com / referral,,,https://banking.demopiwikpro.com/loans/,"[1, 'Returning']","['US', 'United States']","['WIN', 'Windows']","[0, 'Desktop']","[0, '']",25,1,1,3,0,0,0,0,1
2021-01-26,"[6, 'Campaign']",video / cpv,your first loan,,https://banking.demopiwikpro.com/credit-cards/,"[1, 'Returning']","['US', 'United States']","['IOS', 'iOS']","[1, 'Smartphone']","[0, '']",25,1,1,11,0,0,0,1,0
2021-02-01,"[3, 'Website']",www.economist.com / referral,,,https://banking.demopiwikpro.com/,"[1, 'Returning']","[None, '']","['AND', 'Android']","[2, 'Tablet']","[0, '']",25,1,1,16,0,0,0,0,0
2021-02-10,"[2, 'Search engine']",direct / ppc,,,https://banking.demopiwikpro.com/blog/,"[1, 'Returning']","['BR', 'Brazil']","['FED', 'Fedora']","[0, 'Desktop']","[3448439, '']",25,1,1,0,2,4,0,0,0
2021-02-14,"[3, 'Website']",www.economist.com / referral,,,https://banking.demopiwikpro.com/insurances/,"[1, 'Returning']","[None, '']","['MAC', 'Mac']","[0, 'Desktop']","[0, '']",25,1,1,10,0,0,0,0,1
2021-02-17,"[6, 'Campaign']",video / cpv,your first loan,,https://banking.demopiwikpro.com/blog/,"[1, 'Returning']","['CN', 'China']","['IOS', 'iOS']","[1, 'Smartphone']","[0, '']",25,1,1,7,0,0,0,0,1
2021-02-20,"[2, 'Search engine']",google / organic,,,https://banking.demopiwikpro.com/,"[1, 'Returning']","[None, '']","['IOS', 'iOS']","[10, 'Phablet']","[0, '']",25,1,1,4,0,0,0,0,1
2021-02-23,"[2, 'Search engine']",bing / organic,,,https://banking.demopiwikpro.com/loans/,"[1, 'Returning']","['ZA', 'South Africa']","['WPH', 'Windows Phone']","[1, 'Smartphone']","[964137, 'Pretoria']",25,1,1,13,0,0,0,0,1
2021-02-26,"[6, 'Campaign']",credit_card / banner,credit card promotion,,https://banking.demopiwikpro.com/loans/,"[1, 'Returning']","['NL', 'Netherlands']","['UBT', 'Ubuntu']","[0, 'Desktop']","[0, '']",25,1,1,11,0,0,0,0,1
2021-02-26,"[2, 'Search engine']",google / organic,,,https://banking.demopiwikpro.com/landing-page-loans/,"[1, 'Returning']","['TR', 'Turkey']","['WIN', 'Windows']","[0, 'Desktop']","[321836, 'Batman']",25,1,1,9,0,0,0,0,0
2021-03-02,"[6, 'Campaign']",google / cpc,,,https://banking.demopiwikpro.com/landing-page-loans/,"[1, 'Returning']","['CH', 'Switzerland']","['COS', 'Chrome OS']","[6, 'Car browser']","[2661552, 'Bern']",25,1,1,1,2,3,0,0,0
2021-03-03,"[7, 'Social']",,,,https://banking.demopiwikpro.com/credit-cards/,"[1, 'Returning']","[None, '']","['WIN', 'Windows']","[0, 'Desktop']","[0, '']",25,1,1,8,0,0,0,1,0
2021-03-09,"[6, 'Campaign']",adwords / cpc,car loan,,https://banking.demopiwikpro.com/insurances/,"[1, 'Returning']","[None, '']","['NDS', 'Nintendo Mobile']","[4, 'Console']","[0, '']",25,1,1,4,0,0,0,0,0
2021-03-11,"[3, 'Website']",www.wsj.com / referral,,,https://banking.demopiwikpro.com/landing-page-loans/,"[1, 'Returning']","['CA', 'Canada']","['AND', 'Android']","[2, 'Tablet']","[6176722, 'Waterdown']",25,1,1,5,0,0,0,1,0
2021-03-15,"[3, 'Website']",www.forbes.com / referral,,,https://banking.demopiwikpro.com/credit-cards/,"[1, 'Returning']","['CN', 'China']","[None, '']","[5, 'TV']","[1812545, 'Dongguan']",25,1,1,5,0,0,0,0,0
2021-03-21,"[3, 'Website']",www.wsj.com / referral,,,https://banking.demopiwikpro.com/credit-cards/,"[1, 'Returning']","['CN', 'China']","['AND', 'Android']","[2, 'Tablet']","[0, '']",25,1,1,11,0,0,0,0,1
2021-03-24,"[6, 'Campaign']",banner / cpc,the best saving account,,https://banking.demopiwikpro.com/blog/,"[1, 'Returning']","['CN', 'China']","['AND', 'Android']","[2, 'Tablet']","[2034048, 'Xiabancheng']",25,1,1,5,0,0,0,1,0
2021-03-25,"[7, 'Social']",,,,https://banking.demopiwikpro.com/,"[1, 'Returning']","['US', 'United States']","['MAC', 'Mac']","[0, 'Desktop']","[4367175, 'Rockville']",25,1,1,9,0,0,0,0,1
2021-03-30,"[2, 'Search engine']",google / organic,,,https://banking.demopiwikpro.com/credit-cards/,"[1, 'Returning']","['US', 'United States']","['COS', 'Chrome OS']","[0, 'Desktop']","[0, '']",25,1,1,17,0,0,0,0,0
2021-01-03,"[6, 'Campaign']",video / cpv,your first loan,,https://banking.demopiwikpro.com/blog/,"[1, 'Returning']","[None, '']","['NDS', 'Nintendo Mobile']","[4, 'Console']","[0, '']",24,1,1,8,0,0,0,0,0
2021-01-03,"[6, 'Campaign']",video / cpv,your first loan,,https://banking.demopiwikpro.com/blog/,"[1, 'Returning']","['US', 'United States']","['WIN', 'Windows']","[0, 'Desktop']","[5308655, 'Phoenix']",24,1,1,5,0,0,0,0,0
2021-01-04,"[2, 'Search engine']",google / organic,,,https://banking.demopiwikpro.com/blog/,"[1, 'Returning']","['KR', 'South Korea']","['IOS', 'iOS']","[1, 'Smartphone']","[1838069, 'Samcheok']",24,1,1,15,0,0,0,0,1
2021-01-05,"[6, 'Campaign']",video / cpv,your first loan,,https://banking.demopiwikpro.com/landing-page/,"[1, 'Returning']","['SE', 'Sweden']","['AND', 'Android']","[2, 'Tablet']","[2725901, '']",24,1,1,2,0,0,0,0,1
2021-01-09,"[6, 'Campaign']",credit_card / banner,credit card promotion,,https://banking.demopiwikpro.com/blog/,"[1, 'Returning']","['CN', 'China']","['COS', 'Chrome OS']","[0, 'Desktop']","[1816670, 'Beijing']",24,1,1,5,0,0,0,1,0
2021-01-09,"[2, 'Search engine']",bing / organic,,,https://banking.demopiwikpro.com/loans/,"[1, 'Returning']","['EG', 'Egypt']","['WPH', 'Windows Phone']","[1, 'Smartphone']","[360630, 'Cairo']",24,1,1,5,0,0,0,0,1
2021-01-10,"[1, 'Direct entry']",direct / direct,,,https://banking.demopiwikpro.com/landing-page/,"[1, 'Returning']","['TO', 'Tonga']","['WIN', 'Windows']","[0, 'Desktop']","[4032279, 'Tongatapu']",24,1,1,7,0,0,0,0,0
2021-01-13,"[2, 'Search engine']",google / organic,,,https://banking.demopiwikpro.com/blog/,"[1, 'Returning']","['FR', 'France']","['IOS', 'iOS']","[1, 'Smartphone']","[3014433, 'Guebwiller']",24,1,1,8,0,0,0,0,0
2021-01-15,"[1, 'Direct entry']",direct / direct,,,https://banking.demopiwikpro.com/landing-page/?_id=598d88d0abd5dc00,"[1, 'Returning']","[None, '']","['LIN', 'GNU/Linux']","[2, 'Tablet']","[0, '']",24,1,1,6,0,0,0,0,0
2021-01-17,"[3, 'Website']",www.economist.com / referral,,,https://banking.demopiwikpro.com/insurances/,"[1, 'Returning']","['US', 'United States']","['WPH', 'Windows Phone']","[1, 'Smartphone']","[0, '']",24,1,1,5,0,0,0,0,1
2021-01-17,"[3, 'Website']",www.wsj.com / referral,,,https://banking.demopiwikpro.com/credit-cards/,"[1, 'Returning']","['DE', 'Germany']","['IOS', 'iOS']","[1, 'Smartphone']","[2911051, 'Hamminkeln']",24,1,1,4,0,0,0,0,0
2021-01-18,"[7, 'Social']",,,,https://banking.demopiwikpro.com/landing-page/,"[1, 'Returning']","['EG', 'Egypt']","['IOS', 'iOS']","[1, 'Smartphone']","[360630, 'Cairo']",24,1,1,7,0,0,0,0,0
2021-01-23,"[7, 'Social']",direct / referral,car loan,,https://banking.demopiwikpro.com/insurances/,"[1, 'Returning']","['US', 'United States']","['IPA', 'iPadOS']","[12, 'Wearable']","[5008768, 'Saline']",24,1,1,2,2,6,0,0,0
2021-01-24,"[3, 'Website']",direct / direct,,,https://banking.demopiwikpro.com/loans/,"[1, 'Returning']","[None, '']","['FED', 'Fedora']","[0, 'Desktop']","[0, '']",24,1,1,0,0,3,1,0,0
2021-01-27,"[3, 'Website']",www.economist.com / referral,,,https://banking.demopiwikpro.com/blog/,"[1, 'Returning']","[None, '']","['IOS', 'iOS']","[1, 'Smartphone']","[0, '']",24,1,1,8,0,0,0,0,1
2021-01-29,"[3, 'Website']",www.economist.com / referral,,,https://banking.demopiwikpro.com/insurances/,"[1, 'Returning']","['US', 'United States']","['AND', 'Android']","[5, 'TV']","[0, '']",24,1,1,5,0,0,0,0,0
2021-02-01,"[1, 'Direct entry']",direct / direct,,,https://banking.demopiwikpro.com/landing-page-loans/,"[1, 'Returning']","['US', 'United States']","['IOS', 'iOS']","[1, 'Smartphone']","[0, '']",24,1,1,7,0,0,0,0,1
2021-02-04,"[1, 'Direct entry']",direct / direct,,,https://banking.demopiwikpro.com/landing-page/,"[1, 'Returning']","['US', 'United States']","['IOS', 'iOS']","[1, 'Smartphone']","[0, '']",24,1,1,3,0,0,0,0,1
2021-02-08,"[7, 'Social']",,,,https://banking.demopiwikpro.com/landing-page-loans/,"[1, 'Returning']","['DE', 'Germany']","['COS', 'Chrome OS']","[0, 'Desktop']","[2953313, 'Bad Worishofen']",24,1,1,8,0,0,0,0,1
2021-02-13,"[6, 'Campaign']",direct / cpc,,,https://banking.demopiwikpro.com/credit-cards/,"[1, 'Returning']","['CL', 'Chile']","['AND', 'Android']","[2, 'Tablet']","[3897347, 'Calama']",24,1,1,3,2,3,0,0,0
2021-02-15,"[6, 'Campaign']",adwords / cpc,car loan,,https://banking.demopiwikpro.com/blog/,"[1, 'Returning']","['US', 'United States']","['WIN', 'Windows']","[0, 'Desktop']","[0, '']",24,1,1,6,0,0,0,1,0
2021-02-18,"[6, 'Campaign']",video / cpv,your first loan,,https://banking.demopiwikpro.com/blog/,"[1, 'Returning']","['US', 'United States']","['AND', 'Android']","[2, 'Tablet']","[0, '']",24,1,1,14,0,0,0,0,0
2021-02-22,"[7, 'Social']",bing / referral,car loan,,https://banking.demopiwikpro.com/,"[1, 'Returning']","['ES', 'Spain']","['MAC', 'Mac']","[8, 'Camera']","[2510911, 'Seville']",24,1,1,0,1,3,1,0,0
2021-02-28,"[3, 'Website']",www.economist.com / referral,,,https://banking.demopiwikpro.com/loans/,"[1, 'Returning']","['JP', 'Japan']","['AND', 'Android']","[1, 'Smartphone']","[0, '']",24,1,1,7,0,0,0,0,1
2021-03-07,"[6, 'Campaign']",video / cpv,your first loan,,https://banking.demopiwikpro.com/insurances/,"[1, 'Returning']","['US', 'United States']","['AND', 'Android']","[1, 'Smartphone']","[5134086, 'Rochester']",24,1,1,3,0,0,0,0,0
2021-03-08,"[2, 'Search engine']",direct / ppc,,,https://banking.demopiwikpro.com/shop/product_def,"[1, 'Returning']","['NG', 'Nigeria']","['IPA', 'iPadOS']","[10, 'Phablet']","[0, '']",24,1,1,1,2,4,0,0,0
2021-03-09,"[6, 'Campaign']",banner / cpc,the best saving account,,https://banking.demopiwikpro.com/blog/,"[1, 'Returning']","['BE', 'Belgium']","['NDS', 'Nintendo Mobile']","[4, 'Console']","[0, '']",24,1,1,2,0,0,0,0,1
2021-03-16,"[2, 'Search engine']",bing / organic,,,https://banking.demopiwikpro.com/credit-cards/,"[1, 'Returning']","['CN', 'China']","['AND', 'Android']","[1, 'Smartphone']","[1793511, 'Taiyuan']",24,1,1,5,0,0,0,0,0
2021-03-17,"[2, 'Search engine']",bing / organic,,,https://banking.demopiwikpro.com/loans/,"[1, 'Returning']","['BE', 'Belgium']","['COS', 'Chrome OS']","[0, 'Desktop']","[0, '']",24,1,1,7,0,0,0,0,1
2021-03-18,"[6, 'Campaign']",google / cpc,your first loan,,https://banking.demopiwikpro.com/credit-cards/,"[1, 'Returning']","['KR', 'South Korea']","['WN', 'WN']","[4, 'Console']","[1841277, 'Mapo-gu']",24,1,1,4,2,3,0,0,0
2021-03-19,"[7, 'Social']",,,,https://banking.demopiwikpro.com/landing-page-loans/,"[1, 'Returning']","['GB', 'United Kingdom']","[None, '']","[None, None]","[0, '']",24,1,1,15,0,0,0,0,0
2021-03-22,"[6, 'Campaign']",adwords / cpc,car loan,,https://banking.demopiwikpro.com/loans/,"[1, 'Returning']","['US', 'United States']","['WPH', 'Windows Phone']","[4, 'Console']","[0, '']",24,1,1,6,0,0,0,0,0
2021-03-29,"[7, 'Social']",,,,https://banking.demopiwikpro.com/loans/,"[1, 'Returning']","['US', 'United States']","['IOS', 'iOS']","[1, 'Smartphone']","[0, '']",24,1,1,1,0,0,0,0,0
2021-01-01,"[2, 'Search engine']",google / ppc,,,https://banking.demopiwikpro.com/landing-page/,"[1, 'Returning']","['DK', 'Denmark']","['IOS', 'iOS']","[10, 'Phablet']","[2615876, 'Odense']",23,1,1,1,1,1,0,0,0
2021-01-05,"[6, 'Campaign']",video / cpv,your first loan,,https://banking.demopiwikpro.com/landing-page/,"[1, 'Returning']","['FR', 'France']","['IOS', 'iOS']","[1, 'Smartphone']","[3014433, 'Guebwiller']",23,1,1,6,0,0,0,1,0
2021-01-08,"[6, 'Campaign']",video / cpv,your first loan,,https://banking.demopiwikpro.com/landing-page-loans/,"[1, 'Returning']","[None, '']","['LIN', 'GNU/Linux']","[2, 'Tablet']","[0, '']",23,1,1,8,0,0,0,1,0
2021-01-12,"[3, 'Website']",www.forbes.com / referral,,,https://banking.demopiwikpro.com/,"[1, 'Returning']","[None, '']","['UBT', 'Ubuntu']","[0, 'Desktop']","[0, '']",23,1,1,14,0,0,0,0,1
2021-01-18,"[1, 'Direct entry']",direct / direct,,,https://banking.demopiwikpro.com/blog/?_id=6987c71d6a0e8000,"[1, 'Returning']","['GH', 'Ghana']","['WPH', 'Windows Phone']","[1, 'Smartphone']","[2306104, 'Accra']",23,1,1,7,0,0,0,1,0
2021-01-25,"[1, 'Direct entry']",google / organic,car loan,,https://banking.demopiwikpro.com/credit-cards/,"[1, 'Returning']","['AU', 'Australia']","['IOS', 'iOS']","[0, 'Desktop']","[2078025, 'Adelaide']",23,1,1,0,1,2,0,0,0
2021-01-27,"[7, 'Social']",,,,https://banking.demopiwikpro.com/landing-page/,"[1, 'Returning']","['GB', 'United Kingdom']","['LIN', 'GNU/Linux']","[2, 'Tablet']","[2642607, 'Middlesbrough']",23,1,1,10,0,0,0,0,0
2021-01-30,"[6, 'Campaign']",video / cpv,your first loan,,https://banking.demopiwikpro.com/insurances/,"[1, 'Returning']","['CN', 'China']","['WIN', 'Windows']","[0, 'Desktop']","[0, '']",23,1,1,5,0,0,0,0,1
2021-02-09,"[3, 'Website']",www.economist.com / referral,,,https://banking.demopiwikpro.com/landing-page-loans/,"[1, 'Returning']","['US', 'United States']","['COS', 'Chrome OS']","[0, 'Desktop']","[0, '']",23,1,1,5,0,0,0,1,0
2021-02-12,"[3, 'Website']",www.wsj.com / referral,,,https://banking.demopiwikpro.com/blog/,"[1, 'Returning']","['VE', 'Venezuela']","['IOS', 'iOS']","[1, 'Smartphone']","[0, '']",23,1,1,13,0,0,0,0,1
2021-02-21,"[7, 'Social']",,,,https://banking.demopiwikpro.com/landing-page-loans/,"[1, 'Returning']","['US', 'United States']","['AND', 'Android']","[2, 'Tablet']","[0, '']",23,1,1,8,0,0,0,0,0
2021-02-24,"[3, 'Website']",google / direct,,,https://banking.demopiwikpro.com/credit-cards/,"[1, 'Returning']","['CA', 'Canada']","['COS', 'Chrome OS']","[4, 'Console']","[0, '']",23,1,1,0,1,1,0,0,0
2021-02-25,"[6, 'Campaign']",banner / cpc,the best saving account,,https://banking.demopiwikpro.com/,"[1, 'Returning']","['ES', 'Spain']","['IOS', 'iOS']","[1, 'Smartphone']","[3128760, 'Barcelona']",23,1,1,15,0,0,0,0,1
2021-02-26,"[1, 'Direct entry']",direct / direct,,,https://banking.demopiwikpro.com/,"[1, 'Returning']","['FR', 'France']","['AND', 'Android']","[5, 'TV']","[3026720, 'Charavines']",23,1,1,5,0,0,0,1,0
2021-02-27,"[3, 'Website']",www.economist.com / referral,,,https://banking.demopiwikpro.com/credit-cards/,"[1, 'Returning']","['CA', 'Canada']","['IOS', 'iOS']","[1, 'Smartphone']","[6324733, ""St. John's""]",23,1,1,7,0,0,0,0,1
2021-03-09,"[6, 'Campaign']",adwords / cpc,car loan,,https://banking.demopiwikpro.com/landing-page/,"[1, 'Returning']","['BE', 'Belgium']","['IOS', 'iOS']","[1, 'Smartphone']","[0, '']",23,1,1,9,0,0,0,1,0
2021-03-11,"[3, 'Website']",www.forbes.com / referral,,,https://banking.demopiwikpro.com/landing-page-loans/,"[1, 'Returning']","['CN', 'China']","['PSP', 'PlayStation Portable']","[4, 'Console']","[1812545, 'Dongguan']",23,1,1,3,0,0,0,1,0
2021-03-15,"[3, 'Website']",www.economist.com / referral,,,https://banking.demopiwikpro.com/,"[1, 'Returning']","['GB', 'United Kingdom']","['MAC', 'Mac']","[0, 'Desktop']","[0, '']",23,1,1,13,0,0,0,0,0
2021-03-16,"[6, 'Campaign']",video / cpv,your first loan,,https://banking.demopiwikpro.com/credit-cards/,"[1, 'Returning']","[None, '']","['UBT', 'Ubuntu']","[0, 'Desktop']","[0, '']",23,1,1,11,0,0,0,0,0
2021-03-18,"[6, 'Campaign']",credit_card / banner,credit card promotion,,https://banking.demopiwikpro.com/landing-page/,"[1, 'Returning']","['AU', 'Australia']","['WIN', 'Windows']","[0, 'Desktop']","[2169867, 'Croydon']",23,1,1,6,0,0,0,0,0
2021-03-18,"[3, 'Website']",www.wsj.com / referral,,,https://banking.demopiwikpro.com/landing-page/,"[1, 'Returning']","['US', 'United States']","['AND', 'Android']","[2, 'Tablet']","[0, '']",23,1,1,16,0,0,0,1,0
2021-03-20,"[7, 'Social']",,,,https://banking.demopiwikpro.com/credit-cards/,"[1, 'Returning']","['US', 'United States']","['MAC', 'Mac']","[0, 'Desktop']","[4172372, 'Sebastian']",23,1,1,2,0,0,0,0,0
2021-03-20,"[3, 'Website']",www.wsj.com / referral,,,https://banking.demopiwikpro.com/,"[1, 'Returning']","['NZ', 'New Zealand']","['WIN', 'Windows']","[0, 'Desktop']","[0, '']",23,1,1,7,0,0,0,0,0
2021-03-22,"[6, 'Campaign']",video / cpv,your first loan,,https://banking.demopiwikpro.com/credit-cards/,"[1, 'Returning']","['US', 'United States']","['PSP', 'PlayStation Portable']","[4, 'Console']","[5287262, 'Buckeye']",23,1,1,5,0,0,0,0,1
2021-03-22,"[2, 'Search engine']",google / organic,,,https://banking.demopiwikpro.com/credit-cards/,"[1, 'Returning']","['US', 'United States']","['IOS', 'iOS']","[1, 'Smartphone']","[5045360, 'Saint Paul']",23,1,1,3,0,0,0,0,0
2021-03-23,"[3, 'Website']",www.economist.com / referral,,,https://banking.demopiwikpro.com/blog/,"[1, 'Returning']","['US', 'United States']","['IOS', 'iOS']","[1, 'Smartphone']","[4148411, 'Boca Raton']",23,1,1,6,0,0,0,0,0
2021-03-30,"[6, 'Campaign']",video / cpv,your first loan,,https://banking.demopiwikpro.com/blog/,"[1, 'Returning']","['GB', 'United Kingdom']","['AND', 'Android']","[1, 'Smartphone']","[2634677, 'Watford']",23,1,1,6,0,0,0,0,1
