session_id,visitor_id,timestamp,visitor_session_number,visitor_returning,source_medium,campaign_name,session_goals,session_total_page_views,session_total_events,visitor_days_since_last_session,visitor_days_since_first_session,location_country_name
3618998158382213120,89ea8fe7b216a800,2021-02-17T18:51:27,6,"[1, 'Returning']",direct / organic,,[],0,1,6.0,10,"['JP', 'Japan']"
3621815154892409592,55fad4658e39ec00,2021-02-28T16:48:51,5,"[1, 'Returning']",direct / direct,,[1],7,14,29.0,3,"['RU', 'Russia']"
3626670987392512676,8094a275ebbbe800,2021-01-19T16:09:58,9,"[1, 'Returning']",www.economist.com / referral,,[],12,29,3.0,11,"['JP', 'Japan']"
3632313857046376448,8b87852e54c85000,2021-02-13T22:25:32,26,"[1, 'Returning']",direct / cpc,,[],3,24,13.0,6,"['CL', 'Chile']"
3640762309079409692,2ddeeb776f4e0800,2021-03-24T08:00:46,20,"[1, 'Returning']",banner / cpc,the best saving account,[],5,25,26.0,22,"['CN', 'China']"
3679791018460721152,3dd977636f6dfa00,2021-03-21T01:09:15,22,"[1, 'Returning']",bing / direct,,[],1,10,19.0,3,"['US', 'United States']"
3684610733522470912,5b3e6e3393b5f400,2021-02-28T02:11:41,24,"[1, 'Returning']",bing / direct,,[],0,17,15.0,26,"['US', 'United States']"
3700184760278175094,f2530c1ed364aff1,2021-01-31T02:32:38,16,"[1, 'Returning']",video / cpv,your first loan,[],11,28,25.0,2,"['ZA', 'South Africa']"
3704782923400900561,70d2928b0b2ccc00,2021-03-18T22:52:10,14,"[1, 'Returning']",,,[11],15,36,3.0,9,"['US', 'United States']"
3717161595368389623,25b026b05c881800,2021-02-08T10:34:40,9,"[1, 'Returning']",,,[],1,4,3.0,14,"['US', 'United States']"
3719952972284649472,8787f2040eb18000,2021-03-01T03:24:25,2,"[1, 'Returning']",bing / direct,,[],0,9,8.0,5,"['CN', 'China']"
3727647886635099901,524ddc210c651800,2021-03-28T11:38:56,28,"[1, 'Returning']",credit_card / banner,credit card promotion,[3],10,37,7.0,22,"['US', 'United States']"
3727739098380429829,22ca051627f2e600,2021-02-28T17:22:04,8,"[1, 'Returning']",,,[],3,8,12.0,11,"[None, '']"
3741653761039135235,6ca87778f5995c00,2021-03-02T22:09:52,27,"[1, 'Returning']",www.economist.com / referral,,[],1,19,27.0,26,"[None, '']"
3743389365652139245,3f25bf675687c889,2021-02-21T00:31:42,27,"[1, 'Returning']",credit_card / banner,credit card promotion,[],1,7,1.0,10,"['SG', 'Singapore']"
3758959893591719936,c8d7ba1e7b8038c7,2021-01-03T11:19:21,28,"[1, 'Returning']",direct / ppc,,[],2,6,14.0,7,"['US', 'United States']"
3760994880981026028,b64b5f9a29403000,2021-02-05T05:22:42,24,"[1, 'Returning']",direct / direct,,[],1,4,15.0,20,"['AU', 'Australia']"
3769010277799581696,33141b8501cc1200,2021-03-18T23:00:03,15,"[1, 'Returning']",google / ppc,the best saving account,[],0,4,24.0,2,"['CN', 'China']"
3780397551451953152,c9b5fdd1e67ec000,2021-02-24T15:37:57,15,"[1, 'Returning']",direct / direct,,[],2,14,19.0,13,"['US', 'United States']"
3789170882127202304,1ef71e5d8eeae200,2021-03-08T15:54:12,27,"[1, 'Returning']",direct / referral,credit card promotion,[],0,2,22.0,21,"['PH', 'Philippines']"
3794853647767459840,71d400bd26e91c00,2021-01-22T04:16:17,4,"[1, 'Returning']",bing / organic,,[],2,13,6.0,28,"['GB', 'United Kingdom']"
3798196355215919104,4e5c177d0bb6c400,2021-02-18T21:47:46,20,"[1, 'Returning']",bing / referral,,[],0,16,16.0,16,"['US', 'United States']"
3800214500461941179,7b5ebf3897c233cc,2021-03-15T07:22:18,5,"[1, 'Returning']",adwords / cpc,car loan,[],4,10,7.0,9,"['NL', 'Netherlands']"
3817085396786207282,2eb5505493607b1e,2021-02-13T15:05:18,12,"[1, 'Returning']",,,[],1,4,11.0,27,"['TR', 'Turkey']"
3824335102536486912,6b5dcc1578a77000,2021-01-31T07:26:51,13,"[1, 'Returning']",google / direct,,[],1,3,6.0,14,"['CN', 'China']"
3826354508758425600,65420cf65ee6d000,2021-02-19T07:58:28,5,"[1, 'Returning']",google / organic,,[],0,8,9.0,9,"['US', 'United States']"
3832580558040342448,7364fd88c760c000,2021-03-04T19:39:35,22,"[1, 'Returning']",bing / organic,,[],1,18,9.0,29,"['DE', 'Germany']"
3846205418288860362,69992210b6fe1c00,2021-02-19T21:54:22,12,"[1, 'Returning']",,,[],1,4,5.0,3,"['US', 'United States']"
3850291080211412992,726ece2416656800,2021-03-02T12:23:50,5,"[1, 'Returning']",bing / direct,credit card promotion,[],0,1,5.0,12,"['US', 'United States']"
3860130388781287424,1ec6eb803f07b0a3,2021-01-28T03:27:11,3,"[1, 'Returning']",direct / referral,credit card promotion,[],0,28,16.0,21,"['US', 'United States']"
3862468747484414975,58785019abcff400,2021-02-17T12:09:23,6,"[1, 'Returning']",adwords / cpc,car loan,[],4,37,28.0,2,"['BD', 'Bangladesh']"
3864739116546770771,5401de2d966f822b,2021-02-26T15:05:49,16,"[1, 'Returning']",www.forbes.com / referral,,[2],18,33,7.0,1,"['ID', 'Indonesia']"
3878368728169409188,475b37ac9413c800,2021-03-30T13:23:39,3,"[1, 'Returning']",,,[],1,4,4.0,8,"['EG', 'Egypt']"
3882460977446740022,48d6078d974edc00,2021-01-23T12:33:55,29,"[1, 'Returning']",bing / organic,,[4],5,22,29.0,20,"['EG', 'Egypt']"
3886712576015373755,79732ecea6d27154,2021-02-28T20:38:24,16,"[1, 'Returning']",video / cpv,your first loan,[],10,31,19.0,28,"['US', 'United States']"
3899442580802955264,77628b06da3fb000,2021-01-22T00:11:13,1,"[1, 'Returning']",google / referral,your first loan,[],0,4,30.0,20,"['KR', 'South Korea']"
3913321906943892991,77570a6f705ff400,2021-02-14T15:00:38,12,"[1, 'Returning']",google / organic,,[],1,4,9.0,23,"['CN', 'China']"
3927607780852388583,70e657e535708c00,2021-02-10T00:09:19,24,"[1, 'Returning']",bing / organic,,[],2,5,1.0,23,"['CN', 'China']"
3930446772593838532,47711207c165f400,2021-02-02T04:01:19,23,"[1, 'Returning']",www.forbes.com / referral,,[],1,9,19.0,6,"['CA', 'Canada']"
3936087365132055738,2f55d0a73efb3c00,2021-03-29T21:36:29,19,"[1, 'Returning']",www.wsj.com / referral,,[],1,3,21.0,21,"['US', 'United States']"
3938814251999623168,d7bced1f34bc5000,2021-01-21T15:30:04,8,"[1, 'Returning']",bing / cpc,,[],0,9,8.0,3,"['US', 'United States']"
3963911190321012582,77d147afb8816800,2021-01-27T23:33:48,6,"[1, 'Returning']",www.forbes.com / referral,,[4],6,20,25.0,29,"['US', 'United States']"
3966313312379804975,53a47fbfb21802a8,2021-02-23T12:57:23,21,"[1, 'Returning']",banner / cpc,the best saving account,[],2,13,17.0,30,"['VN', 'Vietnam']"
4003437749290311680,14df9150b3854100,2021-01-05T15:56:26,2,"[1, 'Returning']",direct / organic,,[],0,7,25.0,15,"['NL', 'Netherlands']"
4011546116937611797,831df08964d9b000,2021-03-25T23:44:39,17,"[1, 'Returning']",,,"[1, 2, 9]",9,30,15.0,19,"['US', 'United States']"
4021040635950025131,3a92aee2e9d23000,2021-03-24T14:01:12,8,"[1, 'Returning']",www.wsj.com / referral,,"[1, 2, 9, 6]",11,36,6.0,3,"['RU', 'Russia']"
4021794694370699449,c7698bd64ba4ee93,2021-03-03T02:27:48,27,"[1, 'Returning']",www.forbes.com / referral,,[],1,3,26.0,5,"[None, '']"
4049612998776192490,dcba336c4359aeb4,2021-01-04T08:45:21,14,"[1, 'Returning']",www.economist.com / referral,,[],8,25,12.0,28,"['GR', 'Greece']"
4058151090954539512,32be157e355e5800,2021-03-03T21:23:05,30,"[1, 'Returning']",direct / direct,,[],1,4,5.0,14,"['US', 'United States']"
4059505225980889088,415466b2e79d385f,2021-01-15T00:01:52,30,"[1, 'Returning']",direct / cpc,credit card promotion,[],0,2,1.0,11,"['US', 'United States']"
4069458250207968649,875af3ac146b1000,2021-02-09T08:24:50,12,"[1, 'Returning']",www.economist.com / referral,,[],5,23,24.0,21,"['US', 'United States']"
4082561344779444373,1e3cc12ce51fd800,2021-03-05T12:38:50,1,"[1, 'Returning']",,,[],1,3,21.0,22,"['DE', 'Germany']"
4082760587798680683,663c45f06f1ff400,2021-03-28T01:24:07,29,"[1, 'Returning']",direct / direct,,[],7,32,25.0,9,"['US', 'United States']"
4087374930662297600,d47bec565724a9f3,2021-01-26T00:03:04,17,"[1, 'Returning']",direct / organic,,[],0,9,0.0,21,"['AU', 'Australia']"
4092799023545962646,882edeebd7253000,2021-03-22T14:45:55,25,"[1, 'Returning']",video / cpv,your first loan,[2],5,23,18.0,1,"['US', 'United States']"
4099830742081488896,d35f1fba15f6f061,2021-01-24T07:31:59,4,"[1, 'Returning']",direct / ppc,,[],0,8,4.0,7,"['CZ', 'Czechia']"
4120558576363637180,3cc96e229895ee00,2021-02-14T17:30:19,6,"[1, 'Returning']",video / cpv,your first loan,[],4,29,8.0,30,"['LI', 'Liechtenstein']"
4121162901617527311,722d1218544cd400,2021-03-13T10:31:14,4,"[1, 'Returning']",google / organic,,[13],8,20,12.0,29,"['US', 'United States']"
4122865954779305984,330e944580e62800,2021-03-27T08:35:20,2,"[1, 'Returning']",direct / referral,the best saving account,[],2,19,20.0,16,"['BR', 'Brazil']"
4142795918439745536,60dfc8cb813f6000,2021-03-19T14:36:34,6,"[1, 'Returning']",google / ppc,your first loan,[],0,14,28.0,16,"['GB', 'United Kingdom']"
4143216966829766171,5ddd5859f331c000,2021-02-15T09:32:39,19,"[1, 'Returning']",,,[],4,27,16.0,15,"['MX', 'Mexico']"
4147872403712225280,2915c23c0e9b7800,2021-03-17T21:29:17,13,"[1, 'Returning']",google / organic,credit card promotion,[],0,9,21.0,28,"[None, '']"
4148450510642563299,224a2bfccfb88400,2021-02-17T12:59:57,16,"[1, 'Returning']",,,[],1,4,3.0,15,"['US', 'United States']"
4149751665065136128,7437674a4a0b6c00,2021-03-16T06:21:06,9,"[1, 'Returning']",direct / cpc,,[],0,4,7.0,29,"['IN', 'India']"
4164873042747556295,18ed2d7111583700,2021-02-15T18:22:33,15,"[1, 'Returning']",,,[],5,8,17.0,11,"[None, '']"
4165551604611577651,7e33c7268d438c00,2021-01-22T18:19:10,6,"[1, 'Returning']",,,[],5,19,1.0,20,"['DE', 'Germany']"
4166747458935906304,10886d4df72aba00,2021-03-07T12:23:44,15,"[1, 'Returning']",bing / referral,car loan,[],0,6,13.0,10,"['US', 'United States']"
4175194917917894656,3e681b6fab427200,2021-01-20T22:49:56,11,"[1, 'Returning']",bing / ppc,,[],0,15,25.0,9,"[None, '']"
4193099723188989952,6009acefe70b3c00,2021-01-31T21:44:12,6,"[1, 'Returning']",bing / direct,the best saving account,[],0,11,17.0,23,"['US', 'United States']"
4198389733243171106,20c3172cc5bfa000,2021-02-17T11:12:27,4,"[1, 'Returning']",,,[],1,4,4.0,22,"['US', 'United States']"
4202773524471222447,7bdf07a8c6407c00,2021-03-19T11:26:48,14,"[1, 'Returning']",google / organic,,[],3,20,8.0,17,"['VN', 'Vietnam']"
4213055676179336054,744264db45eda203,2021-03-07T13:06:47,16,"[1, 'Returning']",,,"[8, 6]",6,22,22.0,26,"['FR', 'France']"
4213430986165020892,74b1520a500a5400,2021-02-13T14:51:19,27,"[1, 'Returning']",google / organic,,[],4,21,12.0,2,"['AU', 'Australia']"
4222927726946129920,710ca1e9c017e000,2021-01-30T04:33:02,24,"[1, 'Returning']",bing / organic,credit card promotion,[],0,5,19.0,22,"['GB', 'United Kingdom']"
4224234665598902272,2db5a5f9c4713c00,2021-03-04T09:52:08,14,"[1, 'Returning']",bing / direct,the best saving account,[],0,8,21.0,7,"['US', 'United States']"
4224785997287711253,399d437617505671,2021-02-21T04:05:58,11,"[1, 'Returning']",direct / direct,,[4],9,21,3.0,9,"['US', 'United States']"
4231902308158289920,8100760300c4b345,2021-01-22T09:43:22,4,"[1, 'Returning']",bing / organic,your first loan,[],0,11,15.0,3,"[None, '']"
4232011120529280542,4a1fb6d6dc4bf800,2021-01-24T15:34:34,2,"[1, 'Returning']",www.economist.com / referral,,[],1,18,27.0,9,"[None, '']"
4235738270695794527,691607307cffcc00,2021-01-05T09:55:20,25,"[1, 'Returning']",video / cpv,your first loan,[4],7,22,13.0,20,"['US', 'United States']"
4247241836487580028,8824aacc7742e000,2021-02-10T07:31:06,3,"[1, 'Returning']",www.wsj.com / referral,,[],1,4,29.0,21,"[None, '']"
4258343784897097728,13ab20fd62268261,2021-01-24T01:40:50,7,"[1, 'Returning']",google / cpc,,[],0,14,7.0,28,"['US', 'United States']"
4264265263803947008,9a194047a58d5803,2021-01-22T11:43:37,22,"[1, 'Returning']",bing / cpc,,[],0,9,5.0,24,"['US', 'United States']"
4264652252511797248,11abdfda8e171fa1,2021-02-05T01:28:13,22,"[1, 'Returning']",bing / cpc,,[],0,7,19.0,28,"['US', 'United States']"
4274257322574943440,1b9c88953eab1400,2021-03-10T15:36:59,27,"[1, 'Returning']",www.wsj.com / referral,,[8],12,36,25.0,19,"['CN', 'China']"
4283894548340273152,7a78d9a9f46a31aa,2021-01-31T14:10:35,22,"[1, 'Returning']",bing / direct,,[],0,7,14.0,21,"['MA', 'Morocco']"
4286802063226368000,306acf9e10b5c400,2021-03-08T20:10:41,16,"[1, 'Returning']",google / organic,,[],0,8,20.0,20,"[None, '']"
4297816769384975610,65591ed3008e0af7,2021-01-31T01:32:40,6,"[1, 'Returning']",credit_card / banner,credit card promotion,[],1,4,3.0,3,"[None, '']"
4301446260038083490,684a571882350c00,2021-01-19T11:55:43,24,"[1, 'Returning']",,,[],2,22,1.0,16,"['US', 'United States']"
4308780357442758656,8a189ed96e2e6000,2021-01-31T17:19:09,17,"[1, 'Returning']",direct / ppc,,[],0,8,5.0,22,"['AU', 'Australia']"
4309778449322320567,077deb15e6f73a58,2021-03-15T01:03:12,4,"[1, 'Returning']",www.wsj.com / referral,,[3],7,12,11.0,1,"['BR', 'Brazil']"
4311060804126756957,746e810a3ccf3000,2021-02-17T02:04:46,7,"[1, 'Returning']",video / cpv,your first loan,[],1,4,20.0,12,"['US', 'United States']"
4320512597740028021,4572aa8416b39800,2021-03-09T11:56:34,12,"[1, 'Returning']",,,[],1,15,23.0,26,"['JP', 'Japan']"
4321557133737730048,6ec0dbfd7bd32800,2021-03-01T04:54:12,5,"[1, 'Returning']",bing / cpc,car loan,[],0,8,8.0,16,"['TW', 'Taiwan']"
4321653544986345472,6dec151bcaab88ec,2021-02-03T13:55:54,11,"[1, 'Returning']",bing / direct,,[],0,8,2.0,17,"['ID', 'Indonesia']"
4331599942825893888,4ff1acdd0bfb7c00,2021-03-10T19:50:17,15,"[1, 'Returning']",google / cpc,,[],0,8,20.0,20,"['JP', 'Japan']"
4335183028814127518,4ebe05febcb8b000,2021-01-12T01:21:18,16,"[1, 'Returning']",credit_card / banner,credit card promotion,[],1,4,3.0,24,"['KR', 'South Korea']"
4344267435934515088,4f74b1e34e924000,2021-03-22T01:00:05,3,"[1, 'Returning']",google / organic,,"[2, 1]",10,27,21.0,24,"['GB', 'United Kingdom']"
4375519866966887629,13bd36130c780800,2021-02-03T21:36:36,27,"[1, 'Returning']",banner / cpc,the best saving account,[1],7,21,6.0,7,"['US', 'United States']"
4388885047308007424,77454abd231af000,2021-03-14T02:46:59,30,"[1, 'Returning']",direct / referral,,[],0,7,17.0,29,"['US', 'United States']"
4392947275208318976,6400d85e154e4400,2021-03-28T20:54:32,17,"[1, 'Returning']",google / ppc,,[],0,19,29.0,7,"['IT', 'Italy']"
4420300895740864512,26742a1b4a254e00,2021-03-03T09:09:55,20,"[1, 'Returning']",google / direct,,[],0,6,25.0,4,"['DE', 'Germany']"
4443495078467473347,3dd62e62e78b3600,2021-01-01T07:33:00,3,"[1, 'Returning']",,,[],9,39,4.0,26,"['AU', 'Australia']"
4455312040085788672,9398a143a9d0aeef,2021-02-08T10:11:06,23,"[1, 'Returning']",bing / direct,,[],0,6,29.0,19,"['RU', 'Russia']"
4485195400715963417,73309be8f92efc00,2021-01-27T22:13:45,19,"[1, 'Returning']",www.economist.com / referral,,"[2, 1]",8,24,27.0,4,"[None, '']"
4489932460120899584,48e009359ccc6c00,2021-03-04T19:50:06,30,"[1, 'Returning']",direct / referral,,[],0,15,9.0,19,"['KR', 'South Korea']"
4501573137317380096,656db37ed0df0000,2021-01-02T00:19:19,28,"[1, 'Returning']",bing / ppc,,[],1,30,21.0,10,"['CH', 'Switzerland']"
4516086117711909928,5a948b3755774c3e,2021-03-20T07:55:15,2,"[1, 'Returning']",,,[],1,4,14.0,24,"['JP', 'Japan']"
4520836629471588352,ae59932cda3f170c,2021-03-28T14:12:44,12,"[1, 'Returning']",bing / direct,your first loan,[],0,19,3.0,19,"['US', 'United States']"
4541217378673895424,411ce1dd7260a400,2021-02-28T10:16:14,13,"[1, 'Returning']",google / referral,,[],0,4,26.0,23,"['US', 'United States']"
4545893121370126336,ea1936b703663800,2021-01-28T18:18:21,28,"[1, 'Returning']",bing / ppc,,[],0,7,6.0,16,"[None, '']"
4554077193202340889,22429539f6632c8c,2021-01-27T02:28:20,13,"[1, 'Returning']",,,[4],6,31,17.0,14,"['GT', 'Guatemala']"
4584955347077318255,7e467a858288d800,2021-01-21T19:47:47,6,"[1, 'Returning']",video / cpv,your first loan,[],1,4,12.0,1,"['JP', 'Japan']"
4596355034610475008,5cacd5876c49e800,2021-03-22T01:30:56,19,"[1, 'Returning']",google / cpc,your first loan,[],2,36,28.0,12,"['JP', 'Japan']"
4599930503674198016,2761208569b14d9e,2021-01-18T21:15:42,27,"[1, 'Returning']",direct / ppc,,[],1,6,8.0,11,"[None, '']"
4616466255684104192,326fc51420c38400,2021-02-04T23:07:39,26,"[1, 'Returning']",direct / direct,,[],0,5,4.0,14,"['CH', 'Switzerland']"
4617577954992240640,6358684208449800,2021-02-27T09:35:24,21,"[1, 'Returning']",bing / organic,,[],0,2,2.0,6,"['CA', 'Canada']"
4619861283815737344,ecb692a2b0effd26,2021-02-21T10:43:39,22,"[1, 'Returning']",google / referral,,[],0,5,23.0,7,"['PL', 'Poland']"
4632753640112517120,3f845c391e6e8000,2021-02-02T06:40:34,9,"[1, 'Returning']",google / organic,,[],0,13,7.0,24,"['BR', 'Brazil']"
4637006970817363968,31ff750dad279000,2021-01-24T09:16:30,1,"[1, 'Returning']",google / cpc,,[],0,9,28.0,21,"['PY', 'Paraguay']"
4642411868080490268,d1aba8fb04438c5d,2021-01-10T23:15:48,24,"[1, 'Returning']",,,[11],6,15,30.0,27,"[None, '']"
4651865895293450240,f2d0c5e80cf61e3f,2021-01-27T05:23:23,3,"[1, 'Returning']",direct / organic,,[],0,4,3.0,16,"['NL', 'Netherlands']"
4654028634556838075,2c4af434b8e60c00,2021-01-17T08:45:00,28,"[1, 'Returning']",www.economist.com / referral,,[],2,12,5.0,29,"['US', 'United States']"
4670583490807549952,2697b2ae71909800,2021-01-11T08:46:55,25,"[1, 'Returning']",direct / direct,your first loan,[],0,10,14.0,4,"[None, '']"
4671836632696256512,e0081281802213ff,2021-03-23T13:02:14,28,"[1, 'Returning']",bing / direct,,[],2,17,0.0,3,"['US', 'United States']"
4674572637665967479,604fbf2368751c00,2021-02-03T23:12:50,11,"[1, 'Returning']",,,[2],5,22,19.0,5,"['SG', 'Singapore']"
4683384518755880491,2f796c6e2c333a00,2021-03-26T20:21:12,23,"[1, 'Returning']",,,[2],14,36,21.0,1,"['CN', 'China']"
4685096604196909056,21a88e600d836800,2021-03-26T11:03:57,16,"[1, 'Returning']",google / ppc,car loan,[],0,6,4.0,25,"['FR', 'France']"
4691210615814485355,5ccba288863f4c00,2021-02-05T20:27:20,17,"[1, 'Returning']",,,[],1,4,28.0,10,"['US', 'United States']"
4700246962782246541,9a38a765d1bd25d4,2021-03-19T10:39:33,26,"[1, 'Returning']",direct / direct,,"[4, 7]",5,22,0.0,6,"['CN', 'China']"
4714569528078559852,d644f36c6da93487,2021-02-22T02:20:55,20,"[1, 'Returning']",,,[],1,4,20.0,22,"['CN', 'China']"
4721205242665287680,5481391bd9a18000,2021-02-09T13:52:56,14,"[1, 'Returning']",direct / organic,,[],0,12,16.0,5,"['US', 'United States']"
4721731053293586432,0ef645a27fa72ca0,2021-03-13T14:32:28,26,"[1, 'Returning']",google / direct,,[],0,19,20.0,9,"['US', 'United States']"
4732191287880076709,32c09f748c31aa00,2021-01-22T21:17:00,29,"[1, 'Returning']",video / cpv,your first loan,[],1,4,16.0,18,"['GB', 'United Kingdom']"
4737953376462317568,372602c5dbbfbe00,2021-03-14T03:02:04,14,"[1, 'Returning']",google / cpc,your first loan,[],0,4,5.0,2,"['CH', 'Switzerland']"
4738493723807542158,c196bd08ad6ee000,2021-03-08T02:56:10,1,"[1, 'Returning']",,,[],16,41,25.0,26,"[None, '']"
4739707207332651008,2db6256fea7cc400,2021-02-02T13:59:11,16,"[1, 'Returning']",direct / cpc,,[],0,1,2.0,1,"[None, '']"
4741864452422029312,63b319c51ff8cfdd,2021-02-14T05:46:00,29,"[1, 'Returning']",bing / direct,,[],0,7,6.0,7,"['CN', 'China']"
4750963839539972570,5388ea2850a5d800,2021-03-15T17:06:09,21,"[1, 'Returning']",,,[],1,8,11.0,30,"['GB', 'United Kingdom']"
4762757072161208320,29b468a6bbeb7c00,2021-01-29T10:56:04,11,"[1, 'Returning']",bing / organic,,[],0,9,6.0,17,"['US', 'United States']"
4763300230042098267,726fd449e8754b6c,2021-01-30T17:13:29,11,"[1, 'Returning']",,,[2],7,37,25.0,13,"[None, '']"
4764608438726934472,129ece2eb4f00300,2021-01-10T02:27:44,13,"[1, 'Returning']",www.economist.com / referral,,"[1, 1]",10,38,5.0,22,"['CA', 'Canada']"
4789885199415531520,646d859694c52400,2021-01-21T02:36:34,2,"[1, 'Returning']",bing / organic,,[],0,7,9.0,27,"['VN', 'Vietnam']"
4815844477513474048,6b3f71722a578000,2021-01-28T03:05:41,25,"[1, 'Returning']",bing / cpc,your first loan,[],0,7,18.0,18,"[None, '']"
4823085678383961791,243335967858490d,2021-01-23T06:58:50,4,"[1, 'Returning']",google / organic,,[],1,4,2.0,20,"['US', 'United States']"
4832585283945542088,684a93b37114e000,2021-02-20T18:44:19,21,"[1, 'Returning']",google / organic,,[],4,25,23.0,16,"[None, '']"
4836758491139219456,13bd36130c780800,2021-03-08T01:52:10,26,"[1, 'Returning']",direct / ppc,,[],0,3,26.0,10,"['US', 'United States']"
4842976198186232429,886307c07ea56000,2021-01-28T23:29:27,18,"[1, 'Returning']",www.forbes.com / referral,,[],2,8,0.0,4,"['CN', 'China']"
4844633773407983616,1069cf5603706b00,2021-03-05T06:33:47,17,"[1, 'Returning']",google / ppc,,[],0,3,9.0,14,"[None, '']"
4844891228785090583,525f8a64c62bcc00,2021-03-01T19:26:50,30,"[1, 'Returning']",google / organic,,[],1,4,5.0,21,"['IT', 'Italy']"
4845731886599668544,27a4f55e02b58400,2021-03-20T10:53:39,25,"[1, 'Returning']",video / cpv,your first loan,[],1,3,29.0,26,"['CI', 'Ivory Coast']"
4850189205997160448,7a1e7464f65dabc7,2021-01-02T09:26:54,12,"[1, 'Returning']",google / cpc,the best saving account,[],0,6,9.0,4,"['US', 'United States']"
4853127898207307881,54eb8045dff90000,2021-03-17T12:01:37,22,"[1, 'Returning']",bing / organic,,[4],7,24,18.0,12,"['BE', 'Belgium']"
4868068645095514112,028d7dcf0086fd08,2021-03-02T14:58:03,19,"[1, 'Returning']",direct / direct,,[],0,9,23.0,13,"['US', 'United States']"
4873713518638437690,3246f05516e185c2,2021-02-05T12:11:40,27,"[1, 'Returning']",banner / cpc,the best saving account,[],1,4,26.0,1,"['US', 'United States']"
4876097613915693056,ef48df16730c3ab8,2021-03-17T15:30:29,25,"[1, 'Returning']",direct / ppc,your first loan,[],0,13,8.0,22,"['JP', 'Japan']"
4885176229504215093,8a07d4dc33acf800,2021-03-30T06:18:48,27,"[1, 'Returning']",google / organic,,[],17,25,18.0,16,"['US', 'United States']"
4905428960734643783,1db27244333afb00,2021-03-28T07:10:19,17,"[1, 'Returning']",www.forbes.com / referral,,[],1,4,7.0,24,"['GB', 'United Kingdom']"
4914537143232917504,6387fab5e4a9df91,2021-02-23T06:59:17,26,"[1, 'Returning']",direct / referral,,[],0,21,19.0,6,"['DE', 'Germany']"
4926494948241717805,e500272b9e66f000,2021-01-10T16:45:01,2,"[1, 'Returning']",direct / direct,,[4],7,24,24.0,6,"['TO', 'Tonga']"
4928377313231100315,33ec29baaddbb000,2021-01-20T21:37:47,13,"[1, 'Returning']",banner / cpc,the best saving account,[],1,21,29.0,5,"['GB', 'United Kingdom']"
4939460070663907328,7a7fbb533d127400,2021-02-28T05:19:01,28,"[1, 'Returning']",direct / cpc,credit card promotion,[],0,6,14.0,14,"['CN', 'China']"
4941358285265905664,4f534c5c6118c400,2021-01-28T11:52:33,23,"[1, 'Returning']",direct / referral,,[],0,6,4.0,26,"['JP', 'Japan']"
4948267658790281484,0ba4617826e46b3f,2021-03-14T18:46:16,3,"[1, 'Returning']",bing / organic,,[],2,7,29.0,26,"['JP', 'Japan']"
4981594581901316200,0847f19ba5e5742b,2021-01-27T19:23:55,20,"[1, 'Returning']",video / cpv,your first loan,[],1,6,5.0,15,"['KR', 'South Korea']"
4988900152215057584,a26899e81b6fe32c,2021-03-09T17:58:34,6,"[1, 'Returning']",credit_card / banner,credit card promotion,[],1,4,18.0,28,"['CA', 'Canada']"
4988969313439041298,f18ae118bbe641c3,2021-03-01T15:48:16,14,"[1, 'Returning']",,,[],1,3,9.0,24,"['US', 'United States']"
5019848978051486027,42013654b8b3f866,2021-01-06T10:47:09,8,"[1, 'Returning']",www.forbes.com / referral,,[],7,16,5.0,27,"['US', 'United States']"
5028914700652756992,e11d4906748b9d94,2021-03-22T08:46:18,28,"[1, 'Returning']",google / direct,credit card promotion,[],0,5,21.0,8,"['US', 'United States']"
5053412350186526720,f64906f8c2fd4485,2021-02-01T14:56:50,4,"[1, 'Returning']",direct / organic,the best saving account,[],2,32,2.0,19,"['CU', 'Cuba']"
5060754758808220895,5657a55f99209800,2021-01-17T19:21:36,25,"[1, 'Returning']",www.economist.com / referral,,[4],5,24,9.0,10,"['US', 'United States']"
5063907441127068731,21a88e600d836800,2021-02-20T01:34:13,28,"[1, 'Returning']",credit_card / banner,credit card promotion,[],7,15,2.0,27,"['FR', 'France']"
5065328434628505458,dcbe21028c1af64a,2021-01-20T03:09:50,27,"[1, 'Returning']",www.economist.com / referral,,[],10,13,28.0,21,"['SG', 'Singapore']"
5096495188783583232,7bb54cd4339a2800,2021-01-31T21:27:00,17,"[1, 'Returning']",google / direct,,[],0,16,12.0,2,"['DE', 'Germany']"
5098743690570767418,5c1381d8247ea800,2021-01-08T21:57:17,28,"[1, 'Returning']",,,[],1,5,23.0,3,"['US', 'United States']"
5106915651484005663,35b37a4abc81dc38,2021-03-08T15:02:10,4,"[1, 'Returning']",,,[],1,4,6.0,14,"['US', 'United States']"
5116355495498393600,c196bd08ad6ee000,2021-01-25T05:05:32,4,"[1, 'Returning']",direct / organic,,[],1,18,26.0,26,"[None, '']"
5123053343220762189,16b017060f606000,2021-03-27T06:30:23,13,"[1, 'Returning']",credit_card / banner,credit card promotion,[],1,4,8.0,28,"['FR', 'France']"
5126722349680676864,5bfc631debca3c00,2021-02-05T08:39:39,18,"[1, 'Returning']",direct / referral,credit card promotion,[],0,3,25.0,10,"['AT', 'Austria']"
5148413317613800031,e558201f602e838b,2021-03-16T18:25:59,30,"[1, 'Returning']",bing / organic,,[],5,24,2.0,9,"['CN', 'China']"
